Page,Section,Component,Usage,Image Path,Image Source Type,Viewport,Device Pixel Ratio,Measurement Basis,Full Component Width,Full Component Height,Image Viewport Width,Image Viewport Height,Display Aspect Ratio,Natural Width,Natural Height,Source Aspect Ratio,Current File Size Bytes,Object Fit,Object Position,Overflow,Border Radius,Opacity / Overlay,Cover Scale,Rendered Width,Rendered Height,Overflow CSS Pixels,Crop Direction,Visible Percentage,Crop Percentage,Crop Per Side,Recommended Width,Recommended Height,Recommended Aspect Ratio,Safe Area Horizontal,Safe Area Vertical,Text Overlay Position,Text-free Side EN,Text-free Side AR,Recommended Format,Recommended Max File Size,Notes
Shared,Footer,PublicFooter,Decorative background,/site-images/shared/footer/background.png,Local,Mobile 390x844,1,Browser measured,375,1108.25,375,1108.25,0.3384,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,0.06,1.2099,2077.36,1108.25,1702.36 horizontal,Left and right,18.05%,81.95%,40.97% left + 40.97% right,2000,1600,5:4,25%-75%,25%-75%,None,Footer columns over image,N/A,WebP,250 KB,N/A
Legal,Hero,LegalPageLayout,Background,/site-images/shared/legal/background.png,Local,Desktop 1440x900,1,Browser measured,1425,292.39,1425,292.39,4.8736,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,Live title over image,0.8299,1425.00,760.22,467.83 vertical,Top and bottom,38.46%,61.54%,30.77% top + 30.77% bottom,2400,1000,12:5,25%-75%,20%-80%,Live title over image,both sides quiet,both sides quiet,WebP,350 KB,Crop axis changes on mobile
Legal,Hero,LegalPageLayout,Background,/site-images/shared/legal/background.png,Local,Laptop 1280x800,1,Browser measured,1265,292.39,1265,292.39,4.3264,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,Live title over image,0.7368,1265.00,674.86,382.47 vertical,Top and bottom,43.33%,56.67%,28.34% top + 28.34% bottom,2400,1000,12:5,25%-75%,20%-80%,Live title over image,both sides quiet,both sides quiet,WebP,350 KB,Crop axis changes on mobile
Legal,Hero,LegalPageLayout,Background,/site-images/shared/legal/background.png,Local,Tablet 768x1024,1,Browser measured,753,292.39,753,292.39,2.5753,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,Live title over image,0.4386,753.00,401.72,109.33 vertical,Top and bottom,72.79%,27.21%,13.61% top + 13.61% bottom,2400,1000,12:5,25%-75%,20%-80%,Live title over image,both sides quiet,both sides quiet,WebP,350 KB,Crop axis changes on mobile
Legal,Hero,LegalPageLayout,Background,/site-images/shared/legal/background.png,Local,Mobile 390x844,1,Browser measured,375,287.14,375,287.14,1.3060,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,Live title over image,0.3135,538.23,287.14,163.23 horizontal,Left and right,69.67%,30.33%,15.16% left + 15.16% right,2400,1000,12:5,25%-75%,20%-80%,Live title over image,both sides quiet,both sides quiet,WebP,350 KB,Crop axis changes on mobile
Admin,Sidebar,AdminSidebar,Collapsed official logo,/site-images/shared/logos/line-coffee-colored.svg,Local,Desktop 1440x900,1,Code-defined / not rendered,,,,,,709,304,2.3322,53154,contain,50% 50%,hidden,0px,,,,,,,,,,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Code-defined 32x32; protected
Admin,Sidebar,AdminSidebar,Collapsed official logo,/site-images/shared/logos/line-coffee-colored.svg,Local,Laptop 1280x800,1,Code-defined / not rendered,,,,,,709,304,2.3322,53154,contain,50% 50%,hidden,0px,,,,,,,,,,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Code-defined 32x32; protected
Admin,Sidebar,AdminSidebar,Collapsed official logo,/site-images/shared/logos/line-coffee-colored.svg,Local,Tablet 768x1024,1,Code-defined / not rendered,,,,,,709,304,2.3322,53154,contain,50% 50%,hidden,0px,,,,,,,,,,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Code-defined 32x32; protected
Admin,Sidebar,AdminSidebar,Collapsed official logo,/site-images/shared/logos/line-coffee-colored.svg,Local,Mobile 390x844,1,Code-defined / not rendered,,,,,,709,304,2.3322,53154,contain,50% 50%,hidden,0px,,,,,,,,,,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Code-defined 32x32; protected
Shared,Header,PublicHeader,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Desktop 1440x900,1,Browser measured,192,64,192,64,3.0000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,192.00,64.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Shared,Header,PublicHeader,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Laptop 1280x800,1,Browser measured,192,64,192,64,3.0000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,192.00,64.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Shared,Header,PublicHeader,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Tablet 768x1024,1,Browser measured,128.86,64,128.86,64,2.0134,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,128.86,64.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Shared,Header,PublicHeader,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Mobile 390x844,1,Browser measured,112,40,112,40,2.8000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,112.00,40.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Shared,Footer,PublicFooter,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Desktop 1440x900,1,Browser measured,288,96,288,96,3.0000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,288.00,96.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Shared,Footer,PublicFooter,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Laptop 1280x800,1,Browser measured,288,96,288,96,3.0000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,288.00,96.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Shared,Footer,PublicFooter,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Tablet 768x1024,1,Browser measured,288,96,288,96,3.0000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,288.00,96.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Shared,Footer,PublicFooter,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Mobile 390x844,1,Browser measured,256,80,256,80,3.2000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,256.00,80.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Auth,Auth card,AuthCard,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Desktop 1440x900,1,Browser measured,192,64,192,64,3.0000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,192.00,64.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Auth,Auth card,AuthCard,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Laptop 1280x800,1,Browser measured,192,64,192,64,3.0000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,192.00,64.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Auth,Auth card,AuthCard,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Tablet 768x1024,1,Browser measured,192,64,192,64,3.0000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,192.00,64.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Auth,Auth card,AuthCard,Official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Mobile 390x844,1,Browser measured,192,64,192,64,3.0000,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,N/A,192.00,64.00,0,None,100.00%,0.00%,0%,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Official byte-for-byte SVG
Admin,Sidebar,AdminSidebar,Expanded official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Desktop 1440x900,1,Code-defined / not rendered,,,,,,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,,,,,,,,,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Code-defined 176x46; protected
Admin,Sidebar,AdminSidebar,Expanded official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Laptop 1280x800,1,Code-defined / not rendered,,,,,,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,,,,,,,,,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Code-defined 176x46; protected
Admin,Sidebar,AdminSidebar,Expanded official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Tablet 768x1024,1,Code-defined / not rendered,,,,,,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,,,,,,,,,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Code-defined 176x46; protected
Admin,Sidebar,AdminSidebar,Expanded official logo,/site-images/shared/logos/line-coffee-white.svg,Local,Mobile 390x844,1,Code-defined / not rendered,,,,,,709,304,2.3322,52766,contain,50% 50%,hidden,0px,,,,,,,,,,709,304,709:304,0%-100%,0%-100%,None,N/A,N/A,SVG,Use official file,Code-defined 176x46; protected
Products,Product grid / Best Sellers / Search,ProductCard,Cappuccino fallback,/site-images/products/categories/cappuccino/fallback.png,Local,Desktop 1440x900,1,Browser measured,306.67,341.78,304.67,190.41,1.6001,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.2715,304.67,380.70,190.29 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Cappuccino fallback,/site-images/products/categories/cappuccino/fallback.png,Local,Laptop 1280x800,1,Browser measured,301.67,338.66,299.67,187.28,1.6001,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.2671,299.67,374.45,187.17 vertical,Top and bottom,50.01%,49.99%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Cappuccino fallback,/site-images/products/categories/cappuccino/fallback.png,Local,Tablet 768x1024,1,Browser measured,350.5,343.38,348.5,192,1.8151,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3106,348.50,435.47,243.47 vertical,Top and bottom,44.09%,55.91%,27.95% top + 27.95% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Cappuccino fallback,/site-images/products/categories/cappuccino/fallback.png,Local,Mobile 390x844,1,Browser measured,165.5,326.25,163.5,176,0.9290,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.1457,163.50,204.30,28.30 vertical,Top and bottom,86.15%,13.85%,6.93% top + 6.93% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Category: Cappuccino,Category grid / filtered search,CatalogProductCard,Cappuccino fallback,/site-images/products/categories/cappuccino/fallback.png,Local,Desktop 1440x900,1,Browser measured,405.33,489.33,403.33,252.08,1.6000,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3595,403.33,503.98,251.90 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Cappuccino,Category grid / filtered search,CatalogProductCard,Cappuccino fallback,/site-images/products/categories/cappuccino/fallback.png,Local,Laptop 1280x800,1,Browser measured,400.33,486.2,398.33,248.95,1.6000,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3550,398.33,497.73,248.78 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Cappuccino,Category grid / filtered search,CatalogProductCard,Cappuccino fallback,/site-images/products/categories/cappuccino/fallback.png,Local,Tablet 768x1024,1,Browser measured,352.5,456.31,350.5,219.06,1.6000,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3124,350.50,437.97,218.91 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Cappuccino,Category grid / filtered search,CatalogProductCard,Cappuccino fallback,/site-images/products/categories/cappuccino/fallback.png,Local,Mobile 390x844,1,Browser measured,343,442.63,341,213.13,1.6000,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3039,341.00,426.10,212.97 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Products,Product grid / Best Sellers / Search,ProductCard,Coffee Mix fallback,/site-images/products/categories/coffee-mix/fallback.png,Local,Desktop 1440x900,1,Browser measured,306.67,341.78,304.67,190.41,1.6001,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.2975,304.67,457.00,266.60 vertical,Top and bottom,41.66%,58.34%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Coffee Mix fallback,/site-images/products/categories/coffee-mix/fallback.png,Local,Laptop 1280x800,1,Browser measured,301.67,338.66,299.67,187.28,1.6001,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.2926,299.67,449.50,262.23 vertical,Top and bottom,41.66%,58.34%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Coffee Mix fallback,/site-images/products/categories/coffee-mix/fallback.png,Local,Tablet 768x1024,1,Browser measured,350.5,343.38,348.5,192,1.8151,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3403,348.50,522.75,330.75 vertical,Top and bottom,36.73%,63.27%,31.64% top + 31.64% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Coffee Mix fallback,/site-images/products/categories/coffee-mix/fallback.png,Local,Mobile 390x844,1,Browser measured,165.5,326.25,163.5,176,0.9290,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.1597,163.50,245.25,69.25 vertical,Top and bottom,71.76%,28.24%,14.12% top + 14.12% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Category: Coffee Mix,Category grid / filtered search,CatalogProductCard,Coffee Mix fallback,/site-images/products/categories/coffee-mix/fallback.png,Local,Desktop 1440x900,1,Browser measured,405.33,489.33,403.33,252.08,1.6000,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3939,403.33,605.00,352.91 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Coffee Mix,Category grid / filtered search,CatalogProductCard,Coffee Mix fallback,/site-images/products/categories/coffee-mix/fallback.png,Local,Laptop 1280x800,1,Browser measured,400.33,486.2,398.33,248.95,1.6000,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3890,398.33,597.50,348.55 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Coffee Mix,Category grid / filtered search,CatalogProductCard,Coffee Mix fallback,/site-images/products/categories/coffee-mix/fallback.png,Local,Tablet 768x1024,1,Browser measured,352.5,456.31,350.5,219.06,1.6000,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3423,350.50,525.75,306.69 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Coffee Mix,Category grid / filtered search,CatalogProductCard,Coffee Mix fallback,/site-images/products/categories/coffee-mix/fallback.png,Local,Mobile 390x844,1,Browser measured,343,442.63,341,213.13,1.6000,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3330,341.00,511.50,298.37 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Products,Product grid / Best Sellers / Search,ProductCard,Easy Coffee fallback,/site-images/products/categories/easy-coffee/fallback.png,Local,Desktop 1440x900,1,Browser measured,306.67,341.78,304.67,190.41,1.6001,1086,1448,0.7500,2000481,cover,50% 50%,hidden,20px,,0.2805,304.67,406.23,215.82 vertical,Top and bottom,46.87%,53.13%,26.56% top + 26.56% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Easy Coffee fallback,/site-images/products/categories/easy-coffee/fallback.png,Local,Laptop 1280x800,1,Browser measured,301.67,338.66,299.67,187.28,1.6001,1086,1448,0.7500,2000481,cover,50% 50%,hidden,20px,,0.2759,299.67,399.56,212.28 vertical,Top and bottom,46.87%,53.13%,26.56% top + 26.56% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Easy Coffee fallback,/site-images/products/categories/easy-coffee/fallback.png,Local,Tablet 768x1024,1,Browser measured,350.5,343.38,348.5,192,1.8151,1086,1448,0.7500,2000481,cover,50% 50%,hidden,20px,,0.3209,348.50,464.67,272.67 vertical,Top and bottom,41.32%,58.68%,29.34% top + 29.34% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Easy Coffee fallback,/site-images/products/categories/easy-coffee/fallback.png,Local,Mobile 390x844,1,Browser measured,165.5,326.25,163.5,176,0.9290,1086,1448,0.7500,2000481,cover,50% 50%,hidden,20px,,0.1506,163.50,218.00,42.00 vertical,Top and bottom,80.73%,19.27%,9.63% top + 9.63% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Category: Easy Coffee,Category grid / filtered search,CatalogProductCard,Easy Coffee fallback,/site-images/products/categories/easy-coffee/fallback.png,Local,Desktop 1440x900,1,Browser measured,405.33,489.33,403.33,252.08,1.6000,1086,1448,0.7500,2000481,cover,50% 50%,hidden,20px,,0.3714,403.33,537.77,285.69 vertical,Top and bottom,46.87%,53.13%,26.56% top + 26.56% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Easy Coffee,Category grid / filtered search,CatalogProductCard,Easy Coffee fallback,/site-images/products/categories/easy-coffee/fallback.png,Local,Laptop 1280x800,1,Browser measured,400.33,486.2,398.33,248.95,1.6000,1086,1448,0.7500,2000481,cover,50% 50%,hidden,20px,,0.3668,398.33,531.11,282.16 vertical,Top and bottom,46.87%,53.13%,26.56% top + 26.56% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Easy Coffee,Category grid / filtered search,CatalogProductCard,Easy Coffee fallback,/site-images/products/categories/easy-coffee/fallback.png,Local,Tablet 768x1024,1,Browser measured,352.5,456.31,350.5,219.06,1.6000,1086,1448,0.7500,2000481,cover,50% 50%,hidden,20px,,0.3227,350.50,467.33,248.27 vertical,Top and bottom,46.87%,53.13%,26.56% top + 26.56% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Easy Coffee,Category grid / filtered search,CatalogProductCard,Easy Coffee fallback,/site-images/products/categories/easy-coffee/fallback.png,Local,Mobile 390x844,1,Browser measured,343,442.63,341,213.13,1.6000,1086,1448,0.7500,2000481,cover,50% 50%,hidden,20px,,0.3140,341.00,454.67,241.54 vertical,Top and bottom,46.88%,53.12%,26.56% top + 26.56% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Products,Product grid / Best Sellers / Search,ProductCard,Espresso Blends fallback,/site-images/products/categories/espresso-blends/fallback.png,Local,Desktop 1440x900,1,Browser measured,306.67,341.78,304.67,190.41,1.6001,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.2975,304.67,457.00,266.60 vertical,Top and bottom,41.66%,58.34%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Espresso Blends fallback,/site-images/products/categories/espresso-blends/fallback.png,Local,Laptop 1280x800,1,Browser measured,301.67,338.66,299.67,187.28,1.6001,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.2926,299.67,449.50,262.23 vertical,Top and bottom,41.66%,58.34%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Espresso Blends fallback,/site-images/products/categories/espresso-blends/fallback.png,Local,Tablet 768x1024,1,Browser measured,350.5,343.38,348.5,192,1.8151,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.3403,348.50,522.75,330.75 vertical,Top and bottom,36.73%,63.27%,31.64% top + 31.64% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Espresso Blends fallback,/site-images/products/categories/espresso-blends/fallback.png,Local,Mobile 390x844,1,Browser measured,165.5,326.25,163.5,176,0.9290,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.1597,163.50,245.25,69.25 vertical,Top and bottom,71.76%,28.24%,14.12% top + 14.12% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Category: Espresso Blends,Category grid / filtered search,CatalogProductCard,Espresso Blends fallback,/site-images/products/categories/espresso-blends/fallback.png,Local,Desktop 1440x900,1,Browser measured,405.33,489.33,403.33,252.08,1.6000,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.3939,403.33,605.00,352.91 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Espresso Blends,Category grid / filtered search,CatalogProductCard,Espresso Blends fallback,/site-images/products/categories/espresso-blends/fallback.png,Local,Laptop 1280x800,1,Browser measured,400.33,486.2,398.33,248.95,1.6000,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.3890,398.33,597.50,348.55 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Espresso Blends,Category grid / filtered search,CatalogProductCard,Espresso Blends fallback,/site-images/products/categories/espresso-blends/fallback.png,Local,Tablet 768x1024,1,Browser measured,352.5,456.31,350.5,219.06,1.6000,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.3423,350.50,525.75,306.69 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Espresso Blends,Category grid / filtered search,CatalogProductCard,Espresso Blends fallback,/site-images/products/categories/espresso-blends/fallback.png,Local,Mobile 390x844,1,Browser measured,343,442.63,341,213.13,1.6000,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.3330,341.00,511.50,298.37 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Products,Product grid / Best Sellers / Search,ProductCard,Flavor Coffee fallback,/site-images/products/categories/flavor-coffee/fallback.png,Local,Desktop 1440x900,1,Browser measured,306.67,341.78,304.67,190.41,1.6001,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.2715,304.67,380.70,190.29 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Flavor Coffee fallback,/site-images/products/categories/flavor-coffee/fallback.png,Local,Laptop 1280x800,1,Browser measured,301.67,338.66,299.67,187.28,1.6001,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.2671,299.67,374.45,187.17 vertical,Top and bottom,50.01%,49.99%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Flavor Coffee fallback,/site-images/products/categories/flavor-coffee/fallback.png,Local,Tablet 768x1024,1,Browser measured,350.5,343.38,348.5,192,1.8151,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.3106,348.50,435.47,243.47 vertical,Top and bottom,44.09%,55.91%,27.95% top + 27.95% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Flavor Coffee fallback,/site-images/products/categories/flavor-coffee/fallback.png,Local,Mobile 390x844,1,Browser measured,165.5,326.25,163.5,176,0.9290,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.1457,163.50,204.30,28.30 vertical,Top and bottom,86.15%,13.85%,6.93% top + 6.93% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
